FeatureID,Taxon,Confidence
ASV_761,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02,0.961
ASV_762,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum,1.000
ASV_763,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter,1.000
ASV_764,Bacteria;Firmicutes,0.750
ASV_765,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae,0.766
ASV_766,Bacteria;Proteobacteria;Gammaproteobacteria,0.879
ASV_767,Bacteria;Proteobacteria,0.793
ASV_768,Bacteria;Proteobacteria;Gammaproteobacteria,0.990
ASV_769,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_770,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;uncultured;uncultured gamma proteobacterium,0.760
ASV_771,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paraclostridium,0.822
ASV_772,Bacteria;Firmicutes;Bacilli;Bacillales;Family XII;Exiguobacterium,1.000
ASV_773,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus,1.000
ASV_774,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;uncultured organism,0.921
ASV_775,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;Flammeovirgaceae bacterium EF2C-B566,0.870
ASV_776,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales,0.985
ASV_777,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_778,Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;uncultured marine microorganism,0.889
ASV_779,Bacteria;Firmicutes;Bacilli;Bacillales;Family XII;Exiguobacterium,1.000
ASV_780,Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured,0.777
ASV_781,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;BD2-7;uncultured bacterium,0.984
ASV_782,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group,0.999
ASV_783,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Wenzhouxiangella,0.734
ASV_784,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea,0.986
ASV_785,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.973
ASV_786,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured,0.998
ASV_787,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_788,Bacteria,0.996
ASV_789,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium,0.999
ASV_790,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_791,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,1.000
ASV_792,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_793,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6,0.887
ASV_794,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ascidiimonas;uncultured bacterium,1.000
ASV_795,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,0.997
ASV_796,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales,1.000
ASV_797,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium,0.989
ASV_798,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;uncultured bacterium,0.785
ASV_799,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales,0.992
ASV_800,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Catenococcus;uncultured bacterium,0.921
ASV_801,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,0.989
ASV_802,Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured delta proteobacterium DeepAnt-32C6,1.000
ASV_803,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfofrigus,0.968
ASV_804,Bacteria;Firmicutes;Clostridia;Clostridiales,0.825
ASV_805,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,0.996
ASV_806,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.972
ASV_807,Bacteria,0.819
ASV_808,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,0.761
ASV_809,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,0.989
ASV_810,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;bacterium DG890,0.878
ASV_811,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiogranum,0.986
ASV_812,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured;marine metagenome,0.858
ASV_813,Bacteria;Proteobacteria;Gammaproteobacteria,0.992
ASV_814,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_815,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;Salinicoccus roseus,0.795
ASV_816,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella,1.000
ASV_817,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;Marinoscillum furvescens,0.768
ASV_818,Bacteria,0.932
ASV_819,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_820,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured;marine metagenome,0.752
ASV_821,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,0.881
ASV_822,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,0.994
ASV_823,Bacteria,0.984
ASV_824,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.951
ASV_825,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,0.949
ASV_826,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.999
ASV_827,Bacteria;Proteobacteria;Gammaproteobacteria,0.927
ASV_828,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.996
ASV_829,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Ferrimonas;Ferrimonas kyonanensis,0.942
ASV_830,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_831,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured,0.996
ASV_832,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,0.999
ASV_833,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,1.000
ASV_834,Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga,1.000
ASV_835,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium,0.964
ASV_836,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus,0.788
ASV_837,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured;uncultured delta proteobacterium,0.712
ASV_838,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,0.997
ASV_839,Bacteria,0.835
ASV_840,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;uncultured Colwelliaceae bacterium,0.971
ASV_841,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_842,Bacteria;Proteobacteria;Deltaproteobacteria,0.783
ASV_843,Bacteria;Proteobacteria;Gammaproteobacteria,0.993
ASV_844,Unassigned,0.728
ASV_845,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,0.784
ASV_846,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,0.997
ASV_847,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_848,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,0.997
ASV_849,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium,1.000
ASV_850,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Sedimentibacter,1.000
ASV_851,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_852,Bacteria;Proteobacteria,0.738
ASV_853,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae,0.845
ASV_854,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.999
ASV_855,Bacteria;Proteobacteria;Gammaproteobacteria,0.999
ASV_856,Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;uncultured compost bacterium,0.944
ASV_857,Bacteria,0.818
ASV_858,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter,1.000
ASV_859,Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;KCM-B-112;uncultured Chromatiales bacterium,1.000
ASV_860,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_861,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae,0.972
ASV_862,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_863,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,0.930
ASV_864,Bacteria;Chloroflexi;Anaerolineae,0.993
ASV_865,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Alkalimarinus;uncultured bacterium,0.999
ASV_866,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;uncultured Aquicella sp.,0.793
ASV_867,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pontivivens;Ruegeria scottomollicae,1.000
ASV_868,Bacteria;Planctomycetes,0.983
ASV_869,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter,0.749
ASV_870,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,0.999
ASV_871,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Stappia,0.981
ASV_872,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;uncultured Flammeovirgaceae bacterium,0.956
ASV_873,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;GWD2-49-16,0.795
ASV_874,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Oscillatoriaceae;Phormidium ETS-05;filamentous cyanobacterium odo1mo59,0.948
ASV_875,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter,1.000
ASV_876,Bacteria,0.990
ASV_877,Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;uncultured bacterium,0.965
ASV_878,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,0.931
ASV_879,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;uncultured bacterium,0.761
ASV_880,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter,0.812
ASV_881,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae,0.819
ASV_882,Bacteria;Planctomycetes,0.745
ASV_883,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_884,Bacteria;Bacteroidetes;Bacteroidia,1.000
ASV_885,Bacteria;Proteobacteria;Gammaproteobacteria;EC3;uncultured bacterium,0.961
ASV_886,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,1.000
ASV_887,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_888,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagicola,0.755
ASV_889,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Picochlorum sp. SENEW3,0.998
ASV_890,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured,1.000
ASV_891,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;bacterium enrichment culture clone ecb12,0.999
ASV_892,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia,0.825
ASV_893,Bacteria;Bacteroidetes;Bacteroidia,1.000
ASV_894,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter,0.998
ASV_895,Bacteria;Proteobacteria;Deltaproteobacteria,0.790
ASV_896,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae,0.990
ASV_897,Bacteria,0.916
ASV_898,Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;uncultured Rhizobiales bacterium,0.993
ASV_899,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured bacterium,0.919
ASV_900,Bacteria,1.000
ASV_901,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Flammeovirgaceae;uncultured;uncultured bacterium,0.928
ASV_902,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;uncultured Verrucomicrobium sp.,0.912
ASV_903,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured Epsilonproteobacteria bacterium,0.915
ASV_904,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas,0.989
ASV_905,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured,0.779
ASV_906,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera,0.998
ASV_907,Bacteria,0.985
ASV_908,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group,1.000
ASV_909,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,0.977
ASV_910,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_911,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.979
ASV_912,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;uncultured;uncultured Thermus/Deinococcus group bacterium,0.864
ASV_913,Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium,0.710
ASV_914,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.999
ASV_915,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;uncultured proteobacterium,0.710
ASV_916,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,1.000
ASV_917,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Litorilituus;Litorilituus sediminis,0.992
ASV_918,Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade,0.970
ASV_919,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,1.000
ASV_920,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0.711
ASV_921,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,0.726
ASV_922,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.994
ASV_923,Bacteria,0.928
ASV_924,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;uncultured bacterium,0.953
ASV_925,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium;Desulfobacterium sp. BG18,0.902
ASV_926,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_927,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia,1.000
ASV_928,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia;uncultured bacterium,0.964
ASV_929,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium;Marinimicrobium koreense,0.882
ASV_930,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;uncultured gamma proteobacterium,0.931
ASV_931,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae,1.000
ASV_932,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,1.000
ASV_933,Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Fangia,1.000
ASV_934,Bacteria;Proteobacteria,0.870
ASV_935,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pannonibacter;Pannonibacter sp.,0.999
ASV_936,Bacteria;Proteobacteria;Gammaproteobacteria,0.961
ASV_937,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;Glaciecola punicea,0.769
ASV_938,Bacteria,0.999
ASV_939,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,0.999
ASV_940,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured bacterium,0.997
ASV_941,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter,1.000
ASV_942,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella,0.811
ASV_943,Bacteria,0.816
ASV_944,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,0.901
ASV_945,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera,0.996
ASV_946,Bacteria;Proteobacteria,0.796
ASV_947,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;uncultured delta proteobacterium,0.961
ASV_948,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_949,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.999
ASV_950,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0.827
ASV_951,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium,0.791
ASV_952,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas,0.856
ASV_953,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_954,Bacteria,0.816
ASV_955,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured gamma proteobacterium,0.826
ASV_956,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aurantimonas,0.989
ASV_957,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1.000
ASV_958,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;uncultured low G+C Gram-positive bacterium,0.906
ASV_959,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.976
ASV_960,Bacteria;Proteobacteria;Gammaproteobacteria,0.816
ASV_961,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,0.991
ASV_962,Bacteria;Proteobacteria,0.837
ASV_963,Unassigned,0.818
ASV_964,Bacteria;Proteobacteria,0.929
ASV_965,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group,1.000
ASV_966,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_967,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium,0.877
ASV_968,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0.998
ASV_969,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 4;Paramaledivibacter;uncultured bacterium,0.976
ASV_970,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium,0.944
ASV_971,Bacteria,0.995
ASV_972,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maribius,0.705
ASV_973,Bacteria;Proteobacteria,0.884
ASV_974,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter;uncultured bacterium,0.993
ASV_975,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,0.995
ASV_976,Bacteria,1.000
ASV_977,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Sedimentibacter;uncultured bacterium,0.742
ASV_978,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae,0.861
ASV_979,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;uncultured bacterium,0.966
ASV_980,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Sunxiuqinia;Sunxiuqinia elliptica,0.974
ASV_981,Bacteria;Proteobacteria;Gammaproteobacteria,0.769
ASV_982,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;uncultured bacterium,0.999
ASV_983,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales,0.787
ASV_984,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured bacterium,0.877
ASV_985,Bacteria,0.977
ASV_986,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_987,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured,0.723
ASV_988,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;Jannaschia sp. UDC418,0.802
ASV_989,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Cryomorphaceae bacterium IMCC11233,0.928
ASV_990,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_991,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9 marine group,1.000
ASV_992,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.972
ASV_993,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas,0.994
ASV_994,Bacteria;Proteobacteria;Alphaproteobacteria,0.884
ASV_995,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Alkalimarinus;uncultured bacterium,0.969
ASV_996,Bacteria;Proteobacteria;Deltaproteobacteria,1.000
ASV_997,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;uncultured bacterium,0.815
ASV_998,Bacteria,0.782
ASV_999,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;uncultured Verrucomicrobia bacterium,0.938
ASV_1000,Bacteria,0.992
ASV_1001,Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter;Acidobacteria bacterium DG1540,0.988
ASV_1002,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,0.999
ASV_1003,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Flammeovirgaceae,0.715
ASV_1004,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales,1.000
ASV_1005,Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21,0.815
ASV_1006,Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured delta proteobacterium DeepAnt-32C6,1.000
ASV_1007,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,0.944
ASV_1008,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;uncultured bacterium,0.743
ASV_1009,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured gamma proteobacterium,0.859
ASV_1010,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,1.000
ASV_1011,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;uncultured;bacterium enrichment culture clone KWE30-12,0.879
ASV_1012,Bacteria;Proteobacteria;Gammaproteobacteria,0.791
ASV_1013,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2,1.000
ASV_1014,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_1015,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1016,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1017,Bacteria;Proteobacteria;Gammaproteobacteria;EC3;uncultured bacterium,0.987
ASV_1018,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.999
ASV_1019,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1020,Bacteria,0.999
ASV_1021,Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;HTCC5015;gamma proteobacterium HTCC5015,0.977
ASV_1022,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Loktanella salsilacus,0.769
ASV_1023,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum marinum,0.741
ASV_1024,Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium,0.782
ASV_1025,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae,0.992
ASV_1026,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1027,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,0.999
